NCTNumber,StudyResults,Sex,Age,Phases,Enrollment,FunderType,StudyType
NCT00200928,NO,ALL,"CHILD, ADULT, OLDER_ADULT",NA,120,OTHER,INTERVENTIONAL
NCT04599946,NO,ALL,CHILD,NA,2132,INDUSTRY,INTERVENTIONAL
NCT05928169,NO,ALL,"CHILD, ADULT, OLDER_ADULT",NA,1000,OTHER,OBSERVATIONAL
NCT03054428,YES,ALL,CHILD,PHASE3,251,INDUSTRY,INTERVENTIONAL
NCT00318695,NO,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE2,253,OTHER,INTERVENTIONAL
NCT00365469,NO,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE2,253,OTHER,INTERVENTIONAL
NCT00614289,NO,ALL,"ADULT, OLDER_ADULT",PHASE1,30,INDUSTRY,INTERVENTIONAL
NCT01577628,YES,FEMALE,"ADULT, OLDER_ADULT",NA,2,INDUSTRY,INTERVENTIONAL
NCT05121207,NO,ALL,"ADULT, OLDER_ADULT",NA,79,OTHER,INTERVENTIONAL
NCT06330974,NO,ALL,"CHILD, ADULT, OLDER_ADULT",NA,2000000,OTHER,OBSERVATIONAL
NCT01805635,NO,ALL,"CHILD, ADULT",NA,5500,OTHER,OBSERVATIONAL
NCT02743871,YES,ALL,"ADULT, OLDER_ADULT",PHASE1,97,INDUSTRY,INTERVENTIONAL
NCT05770271,NO,ALL,ADULT,NA,21,NETWORK,INTERVENTIONAL
NCT05094700,NO,ALL,"ADULT, OLDER_ADULT",NA,85,INDUSTRY,INTERVENTIONAL
NCT04969653,NO,ALL,"ADULT, OLDER_ADULT",NA,754745,INDUSTRY,OBSERVATIONAL
NCT06390696,NO,ALL,CHILD,NA,80,OTHER_GOV,INTERVENTIONAL
NCT01498965,NO,ALL,"CHILD, ADULT, OLDER_ADULT",NA,2185,NETWORK,OBSERVATIONAL
NCT05992493,NO,ALL,"CHILD, ADULT, OLDER_ADULT",NA,300,OTHER,OBSERVATIONAL
NCT05471934,NO,ALL,"ADULT, OLDER_ADULT",NA,380,INDUSTRY,OBSERVATIONAL
NCT00713089,NO,ALL,"CHILD, ADULT, OLDER_ADULT",NA,74,OTHER,OBSERVATIONAL
NCT03830177,NO,ALL,"CHILD, ADULT, OLDER_ADULT","PHASE1,PHASE2",60,OTHER,INTERVENTIONAL
NCT03874039,NO,ALL,"ADULT, OLDER_ADULT",NA,20,OTHER,OBSERVATIONAL
NCT04417894,YES,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE3,133,INDUSTRY,INTERVENTIONAL
NCT02268448,NO,ALL,"ADULT, OLDER_ADULT",PHASE1,8,OTHER,INTERVENTIONAL
NCT01420705,NO,ALL,CHILD,NA,487,OTHER,OBSERVATIONAL
NCT00822276,NO,ALL,"CHILD, ADULT, OLDER_ADULT",NA,65,NIH,OBSERVATIONAL
NCT04864886,NO,ALL,"ADULT, OLDER_ADULT",NA,200,NIH,OBSERVATIONAL
NCT01686048,NO,ALL,"ADULT, OLDER_ADULT",NA,120,OTHER,OBSERVATIONAL
NCT06424691,NO,ALL,CHILD,NA,100,INDUSTRY,INTERVENTIONAL
NCT01544348,YES,ALL,ADULT,PHASE1,295,INDUSTRY,INTERVENTIONAL
NCT02075632,YES,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE2,310,INDUSTRY,INTERVENTIONAL
NCT01482663,NO,ALL,"ADULT, OLDER_ADULT",NA,306,OTHER,INTERVENTIONAL
NCT03093597,NO,ALL,"ADULT, OLDER_ADULT",NA,37,OTHER,INTERVENTIONAL
NCT04462055,NO,ALL,"CHILD, ADULT, OLDER_ADULT",NA,3,OTHER,OBSERVATIONAL
NCT06189105,NO,ALL,"CHILD, ADULT, OLDER_ADULT",NA,25,OTHER,INTERVENTIONAL
NCT06324695,NO,ALL,"ADULT, OLDER_ADULT",NA,550,OTHER,INTERVENTIONAL
NCT00894816,NO,ALL,CHILD,NA,121,OTHER,INTERVENTIONAL
NCT04186949,NO,ALL,"CHILD, ADULT, OLDER_ADULT",NA,273,OTHER,OBSERVATIONAL
NCT04375410,NO,ALL,CHILD,NA,6273,OTHER_GOV,OBSERVATIONAL
NCT00329784,YES,ALL,CHILD,PHASE2,640,NIH,INTERVENTIONAL
NCT05662800,NO,ALL,CHILD,NA,240,OTHER,OBSERVATIONAL
NCT00824889,NO,ALL,"ADULT, OLDER_ADULT",NA,28,OTHER,INTERVENTIONAL
NCT01906853,NO,ALL,CHILD,PHASE3,1272,OTHER,INTERVENTIONAL
NCT00177268,NO,ALL,"ADULT, OLDER_ADULT",NA,200,OTHER,OBSERVATIONAL
NCT01779180,NO,ALL,CHILD,NA,2000,OTHER,OBSERVATIONAL
NCT01223222,NO,ALL,"ADULT, OLDER_ADULT",PHASE2,24,INDUSTRY,INTERVENTIONAL
NCT02504853,NO,ALL,"CHILD, ADULT, OLDER_ADULT",NA,1800,NIH,OBSERVATIONAL
NCT05048121,NO,ALL,"ADULT, OLDER_ADULT",NA,50,OTHER,INTERVENTIONAL
NCT01148667,NO,ALL,CHILD,PHASE4,40,OTHER_GOV,INTERVENTIONAL
NCT05177744,NO,ALL,"CHILD, ADULT",NA,630,OTHER,OBSERVATIONAL
NCT05758532,NO,ALL,CHILD,PHASE4,500,OTHER,INTERVENTIONAL
NCT05084417,NO,ALL,"ADULT, OLDER_ADULT",NA,10000,INDUSTRY,OBSERVATIONAL
NCT00438646,NO,ALL,CHILD,NA,60,NIH,OBSERVATIONAL
NCT04662619,NO,ALL,CHILD,NA,273,INDUSTRY,INTERVENTIONAL
NCT02125695,NO,ALL,"ADULT, OLDER_ADULT",NA,37,INDUSTRY,OBSERVATIONAL
NCT01897506,NO,ALL,CHILD,NA,650,OTHER,OBSERVATIONAL
NCT01366846,YES,ALL,CHILD,PHASE2,556,NIH,INTERVENTIONAL
NCT00557895,NO,ALL,"CHILD, ADULT, OLDER_ADULT",NA,288,NIH,OBSERVATIONAL
NCT00129415,NO,ALL,"CHILD, ADULT, OLDER_ADULT","PHASE1,PHASE2",28,OTHER,INTERVENTIONAL
NCT06063044,NO,ALL,CHILD,NA,407,OTHER,OBSERVATIONAL
NCT03720470,YES,ALL,"ADULT, OLDER_ADULT",PHASE3,838,INDUSTRY,INTERVENTIONAL
NCT04651829,NO,ALL,CHILD,NA,100,OTHER,OBSERVATIONAL
NCT04445298,NO,ALL,"CHILD, ADULT",NA,160,OTHER,OBSERVATIONAL
NCT04438330,NO,ALL,"ADULT, OLDER_ADULT",NA,26,OTHER,INTERVENTIONAL
NCT03661866,NO,ALL,"CHILD, ADULT, OLDER_ADULT",NA,15000,INDUSTRY,OBSERVATIONAL
NCT03627767,YES,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE3,1235,INDUSTRY,INTERVENTIONAL
NCT02916888,NO,ALL,CHILD,NA,26,OTHER,OBSERVATIONAL
NCT03359356,YES,ALL,"ADULT, OLDER_ADULT",PHASE2,60,OTHER,INTERVENTIONAL
NCT04246372,NO,ALL,"CHILD, ADULT",PHASE2,47,OTHER,INTERVENTIONAL
NCT04541810,NO,ALL,"CHILD, ADULT, OLDER_ADULT",NA,3600,INDUSTRY,OBSERVATIONAL
NCT02003599,NO,FEMALE,"ADULT, OLDER_ADULT",NA,52,OTHER,INTERVENTIONAL
NCT01126268,YES,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE4,38,OTHER,INTERVENTIONAL
NCT04790799,NO,ALL,"CHILD, ADULT, OLDER_ADULT",NA,50,OTHER,INTERVENTIONAL
NCT00298337,NO,ALL,CHILD,"PHASE2,PHASE3",NA,OTHER,INTERVENTIONAL
NCT06073613,NO,ALL,"ADULT, OLDER_ADULT",NA,146,OTHER,OBSERVATIONAL
NCT05994976,NO,ALL,"ADULT, OLDER_ADULT",NA,500,OTHER,OBSERVATIONAL
NCT06380647,NO,ALL,CHILD,NA,64,OTHER,INTERVENTIONAL
NCT05934422,NO,ALL,CHILD,NA,510,OTHER,INTERVENTIONAL
NCT04432896,NO,FEMALE,"ADULT, OLDER_ADULT",NA,53,OTHER,INTERVENTIONAL
NCT01239719,NO,ALL,"ADULT, OLDER_ADULT",PHASE3,96,INDUSTRY,INTERVENTIONAL
NCT01816542,NO,ALL,"ADULT, OLDER_ADULT",NA,100,INDUSTRY,INTERVENTIONAL
NCT06503510,NO,ALL,ADULT,NA,20,OTHER,INTERVENTIONAL
NCT03835767,NO,ALL,"CHILD, ADULT",PHASE2,200,NIH,INTERVENTIONAL
NCT05607901,NO,ALL,CHILD,PHASE2,100,OTHER,INTERVENTIONAL
NCT01915914,YES,ALL,"CHILD, ADULT",PHASE4,107,INDUSTRY,INTERVENTIONAL
NCT03077191,NO,FEMALE,"ADULT, OLDER_ADULT",NA,410,OTHER,OBSERVATIONAL
NCT04919265,NO,FEMALE,ADULT,NA,200,OTHER,OBSERVATIONAL
NCT03728504,YES,ALL,"ADULT, OLDER_ADULT",PHASE2,97,INDUSTRY,INTERVENTIONAL
NCT03253666,NO,ALL,"CHILD, ADULT, OLDER_ADULT",NA,173229,OTHER,OBSERVATIONAL
NCT00275795,NO,ALL,"CHILD, ADULT, OLDER_ADULT",NA,42,OTHER,OBSERVATIONAL
NCT06390878,NO,ALL,CHILD,NA,320,OTHER_GOV,INTERVENTIONAL
NCT04471896,NO,ALL,"ADULT, OLDER_ADULT",NA,63,INDUSTRY,INTERVENTIONAL
NCT05330637,NO,ALL,"CHILD, ADULT, OLDER_ADULT",NA,800,OTHER,OBSERVATIONAL
NCT01164241,NO,ALL,"CHILD, ADULT, OLDER_ADULT",NA,945,NIH,OBSERVATIONAL
NCT02196324,YES,ALL,"ADULT, OLDER_ADULT",PHASE2,128,INDUSTRY,INTERVENTIONAL
NCT05125458,NO,ALL,"ADULT, OLDER_ADULT",NA,93,OTHER,OBSERVATIONAL
NCT01596712,NO,MALE,ADULT,PHASE1,209,INDUSTRY,INTERVENTIONAL
NCT00710489,NO,ALL,"ADULT, OLDER_ADULT",NA,265,OTHER,OBSERVATIONAL
NCT01065272,NO,ALL,CHILD,PHASE1,200,INDUSTRY,INTERVENTIONAL
NCT03406325,YES,ALL,"ADULT, OLDER_ADULT",NA,19,INDUSTRY,OBSERVATIONAL
NCT04334031,NO,ALL,"ADULT, OLDER_ADULT",NA,2200,OTHER,INTERVENTIONAL
NCT06599411,NO,ALL,"ADULT, OLDER_ADULT",NA,700,OTHER,OBSERVATIONAL
NCT00929981,YES,ALL,"CHILD, ADULT, OLDER_ADULT",NA,80,INDUSTRY,OBSERVATIONAL
NCT02238236,NO,ALL,"CHILD, ADULT, OLDER_ADULT",NA,3793,INDUSTRY,OBSERVATIONAL
NCT04149522,NO,FEMALE,"ADULT, OLDER_ADULT",PHASE2,40,OTHER,INTERVENTIONAL
NCT04100642,NO,ALL,ADULT,PHASE1,42,INDUSTRY,INTERVENTIONAL
NCT03796182,YES,ALL,ADULT,PHASE1,12,INDUSTRY,INTERVENTIONAL
NCT06529913,NO,ALL,"ADULT, OLDER_ADULT",NA,280,OTHER,INTERVENTIONAL
NCT00160563,YES,ALL,CHILD,PHASE3,207,INDUSTRY,INTERVENTIONAL
NCT02615249,YES,ALL,"ADULT, OLDER_ADULT",PHASE2,122,INDUSTRY,INTERVENTIONAL
NCT06570889,NO,FEMALE,ADULT,PHASE3,2000,OTHER,INTERVENTIONAL
NCT06560255,NO,FEMALE,ADULT,PHASE3,2000,OTHER,INTERVENTIONAL
NCT05544448,NO,ALL,"ADULT, OLDER_ADULT",NA,90,OTHER,INTERVENTIONAL
NCT04476433,NO,ALL,CHILD,NA,500,OTHER,INTERVENTIONAL
NCT04239521,NO,ALL,"CHILD, ADULT, OLDER_ADULT",NA,51955,INDUSTRY,OBSERVATIONAL
NCT03340155,NO,ALL,"ADULT, OLDER_ADULT",NA,240,OTHER,INTERVENTIONAL
NCT03004729,NO,ALL,CHILD,NA,300,INDUSTRY,INTERVENTIONAL
NCT06018428,NO,ALL,"ADULT, OLDER_ADULT",PHASE2,40,INDUSTRY,INTERVENTIONAL
NCT04903093,NO,ALL,ADULT,PHASE1,19,INDUSTRY,INTERVENTIONAL
NCT03630198,YES,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE4,31,OTHER,INTERVENTIONAL
NCT05098600,NO,ALL,"CHILD, ADULT, OLDER_ADULT",NA,123,OTHER_GOV,OBSERVATIONAL
NCT05578716,NO,ALL,CHILD,NA,312,OTHER,INTERVENTIONAL
NCT00102570,NO,ALL,"CHILD, ADULT",NA,270,NIH,OBSERVATIONAL
NCT01797562,YES,ALL,CHILD,NA,116,INDUSTRY,INTERVENTIONAL
NCT00867607,NO,ALL,"ADULT, OLDER_ADULT","PHASE1,PHASE2",13,OTHER,INTERVENTIONAL
NCT05405985,NO,ALL,"ADULT, OLDER_ADULT",PHASE1,192,INDUSTRY,INTERVENTIONAL
NCT03673059,NO,ALL,"CHILD, ADULT",NA,91,INDUSTRY,INTERVENTIONAL
NCT02112734,NO,ALL,CHILD,PHASE4,2739,OTHER,INTERVENTIONAL
NCT00113659,NO,ALL,CHILD,NA,203,OTHER,INTERVENTIONAL
NCT06219213,NO,ALL,"ADULT, OLDER_ADULT",NA,33,INDUSTRY,INTERVENTIONAL
NCT02346318,NO,ALL,"ADULT, OLDER_ADULT",PHASE4,240,INDUSTRY,INTERVENTIONAL
NCT00890968,NO,ALL,"ADULT, OLDER_ADULT",PHASE2,56,INDUSTRY,INTERVENTIONAL
NCT00856947,NO,FEMALE,"ADULT, OLDER_ADULT",PHASE1,600,OTHER,INTERVENTIONAL
NCT05989295,NO,ALL,CHILD,NA,32,INDUSTRY,INTERVENTIONAL
NCT01792245,NO,ALL,"ADULT, OLDER_ADULT",PHASE2,30,OTHER,INTERVENTIONAL
NCT00346398,YES,ALL,CHILD,PHASE2,51,NIH,INTERVENTIONAL
NCT03658252,NO,ALL,"ADULT, OLDER_ADULT",NA,270,OTHER,INTERVENTIONAL
NCT01953380,NO,ALL,"ADULT, OLDER_ADULT",NA,400,OTHER,INTERVENTIONAL
NCT01285830,NO,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE2,232,OTHER_GOV,INTERVENTIONAL
NCT05661812,NO,ALL,"ADULT, OLDER_ADULT",NA,287,OTHER,OBSERVATIONAL
NCT06498167,NO,ALL,"ADULT, OLDER_ADULT",NA,150,OTHER,OBSERVATIONAL
NCT06387654,NO,ALL,"CHILD, ADULT, OLDER_ADULT",NA,800,OTHER,OBSERVATIONAL
NCT03019328,NO,ALL,CHILD,NA,333,OTHER,OBSERVATIONAL
NCT00911430,NO,ALL,"CHILD, ADULT, OLDER_ADULT",NA,22,NIH,OBSERVATIONAL
NCT05473325,NO,ALL,"ADULT, OLDER_ADULT",NA,2000,OTHER,OBSERVATIONAL
NCT00309621,NO,ALL,"ADULT, OLDER_ADULT",PHASE3,250,INDUSTRY,INTERVENTIONAL
NCT05584488,NO,ALL,"CHILD, ADULT, OLDER_ADULT",NA,10000,OTHER,OBSERVATIONAL
NCT01561612,NO,ALL,CHILD,NA,17046,OTHER,INTERVENTIONAL
NCT06072287,NO,ALL,"ADULT, OLDER_ADULT",NA,600,OTHER,OBSERVATIONAL
NCT05635266,NO,ALL,"ADULT, OLDER_ADULT",NA,20000,INDUSTRY,OBSERVATIONAL
NCT06583395,NO,ALL,"ADULT, OLDER_ADULT",NA,3000,INDUSTRY,OBSERVATIONAL
NCT01931644,NO,ALL,"ADULT, OLDER_ADULT",NA,17667,INDUSTRY,OBSERVATIONAL
NCT03840928,NO,ALL,"ADULT, OLDER_ADULT",NA,40000,OTHER,OBSERVATIONAL
